0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.283185307179586614e-03,6.283143965558951084e-03,9.999802608561371153e-01
1.256637061435917323e-02,1.256603988335260741e-02,9.999210442038161117e-01
1.884955592153875897e-02,1.884843971540817523e-02,9.998223523808089652e-01
2.513274122871834645e-02,2.513009544333747944e-02,9.996841892832999399e-01
3.141592653589793394e-02,3.141075907812829193e-02,9.995065603657316000e-01
3.769911184307751795e-02,3.769018266993454103e-02,9.992894726405892047e-01
4.398229715025710890e-02,4.396811831786490848e-02,9.990329346781247066e-01
5.026548245743669291e-02,5.024431817976955650e-02,9.987369566060174675e-01
5.654866776461627692e-02,5.651853448202452668e-02,9.984015501089750222e-01
6.283185307179586787e-02,6.279051952931337388e-02,9.980267284282715590e-01
6.911503837897545188e-02,6.906002571440579552e-02,9.976125063612252264e-01
7.539822368615503589e-02,7.532680552793272200e-02,9.971589002606139340e-01
8.168140899333461991e-02,8.159061156815754223e-02,9.966659280340298688e-01
8.796459430051421780e-02,8.785119655074317968e-02,9.961336091431725048e-01
9.424777960769380181e-02,9.410831331851432502e-02,9.955619646030799963e-01
1.005309649148733858e-01,1.003617148512148949e-01,9.949510169813001736e-01
1.068141502220529698e-01,1.066111542752599117e-01,9.943007903969989236e-01
1.130973355292325538e-01,1.128563848734816799e-01,9.936113105200083950e-01
1.193805208364121517e-01,1.190971600948697445e-01,9.928826045698136982e-01
1.256637061435917357e-01,1.253332335643042583e-01,9.921147013144778759e-01
1.319468914507713198e-01,1.315643590922825068e-01,9.913076310695065896e-01
1.382300767579509038e-01,1.377902906846380782e-01,9.904614256966511876e-01
1.445132620651304878e-01,1.440107825522521645e-01,9.895761186026509337e-01
1.507964473723100718e-01,1.502255891207570637e-01,9.886517447379140622e-01
1.570796326794896558e-01,1.564344650402308690e-01,9.876883405951377704e-01
1.633628179866692398e-01,1.626371651948835817e-01,9.866859442078680376e-01
1.696460032938488516e-01,1.688334447127338989e-01,9.856445951489980484e-01
1.759291886010284356e-01,1.750230589752760635e-01,9.845643345292053317e-01
1.822123739082080196e-01,1.812057636271373617e-01,9.834452049953297248e-01
1.884955592153876036e-01,1.873813145857246287e-01,9.822872507286887211e-01
1.947787445225671876e-01,1.935494680508602627e-01,9.810905174433340870e-01
2.010619298297467716e-01,1.997099805144070261e-01,9.798550523842468607e-01
2.073451151369263556e-01,2.058626087698813278e-01,9.785809043254720674e-01
2.136283004441059397e-01,2.120071099220546262e-01,9.772681235681934808e-01
2.199114857512855237e-01,2.181432413965425365e-01,9.759167619387474346e-01
2.261946710584651077e-01,2.242707609493811705e-01,9.745268727865771252e-01
2.324778563656446917e-01,2.303894266765905696e-01,9.730985109821265189e-01
2.387610416728243035e-01,2.364989970237247052e-01,9.716317329146739734e-01
2.450442269800038875e-01,2.425992307954074334e-01,9.701265964901057970e-01
2.513274122871834715e-01,2.486898871648547948e-01,9.685831611286310761e-01
2.576105975943630555e-01,2.547707256833821599e-01,9.670014877624349969e-01
2.638937829015426395e-01,2.608415062898969405e-01,9.653816388332738807e-01
2.701769682087222235e-01,2.669019893203755656e-01,9.637236782900097110e-01
2.764601535159018075e-01,2.729519355173252171e-01,9.620276715860859307e-01
2.827433388230813915e-01,2.789911060392292752e-01,9.602936856769430651e-01
2.890265241302609756e-01,2.850192624699761090e-01,9.585217890173758359e-01
